chrom	midpoint	midpoint+1	c-w sum	c-w distance	replicate id
chr13	513523	513524	5.0	23	3
chr13	545706	545707	8.0	32	3
chr13	560755	560756	21.0	25	3
chr13	563952	563953	6.0	17	3
chr13	626199	626200	17.0	20	3
chr13	626280	626281	8.0	22	3
chr13	628229	628230	6.0	34	3
chr13	628926	628927	36.0	17	3
chr13	637064	637065	9.0	37	3
chr13	637126	637127	40.0	22	3
chr13	637268	637269	24.0	34	3
chr13	653490	653491	17.0	27	3
chr13	653515	653516	7.0	18	3
chr13	666175	666176	9.0	35	3
chr13	667476	667477	6.0	27	3
chr13	694897	694898	17.0	29	3
chr13	695288	695289	37.0	19	3
chr13	715740	715741	7.0	19	3
chr13	732230	732231	8.0	37	3
chr13	743286	743287	5.0	26	3
chr13	763137	763138	9.0	19	3
chr13	763585	763586	12.0	23	3
chr13	782566	782567	8.0	32	3
chr13	797653	797654	14.0	24	3
chr13	797814	797815	7.0	30	3
chr13	798107	798108	16.0	32	3
chr13	831826	831827	9.0	36	3
chr13	832645	832646	7.0	20	3
chr13	851835	851836	16.0	23	3
chr13	851855	851856	12.0	18	3
chr13	901717	901718	9.0	25	3
chr13	923801	923802	20.0	32	3
chr13	923830	923831	22.0	37	3
chr13	923962	923963	29.0	31	3
chr13	924024	924025	15.0	22	3
chr13	924382	924383	16.0	24	3
chr12	11394	11395	323.0	34	3
chr12	40491	40492	12.0	33	3
chr12	40610	40611	25.0	26	3
chr12	40802	40803	9.0	24	3
chr12	63242	63243	9.0	19	3
chr12	63608	63609	10.0	18	3
chr12	65700	65701	10.0	30	3
chr12	65756	65757	7.0	19	3
chr12	81133	81134	35.0	21	3
chr12	81279	81280	6.0	32	3
chr12	83373	83374	13.0	17	3
chr12	83511	83512	149.0	18	3
chr12	87130	87131	11.0	22	3
chr12	121029	121030	16.0	37	3
chr12	125209	125210	13.0	22	3
chr12	129960	129961	59.0	20	3
chr12	129981	129982	206.0	36	3
chr12	131069	131070	15.0	32	3
chr12	131578	131579	110.0	24	3
chr12	168899	168900	20.0	31	3
chr12	168923	168924	13.0	35	3
chr12	169559	169560	15.0	25	3
chr12	198503	198504	8.0	31	3
chr12	198880	198881	18.0	23	3
chr12	282864	282865	6.0	17	3
chr12	296439	296440	107.0	35	3
chr12	329507	329508	40.0	28	3
chr12	329523	329524	105.0	20	3
chr12	401996	401997	11.0	33	3
chr12	404092	404093	11.0	29	3
chr12	423808	423809	13.0	24	3
chr12	423867	423868	5.0	22	3
chr12	440064	440065	54.0	36	3
chr12	490540	490541	6.0	17	3
chr12	490871	490872	11.0	34	3
chr12	500556	500557	17.0	20	3
chr12	500586	500587	10.0	25	3
chr12	502005	502006	7.0	20	3
chr12	514443	514444	27.0	23	3
chr12	544134	544135	4.0	30	3
chr12	545892	545893	14.0	18	3
chr12	554234	554235	8.0	24	3
chr12	566195	566196	10.0	34	3
chr12	566221	566222	15.0	20	3
chr12	568485	568486	5.0	30	3
chr12	570827	570828	5.0	18	3
chr12	592350	592351	16.0	25	3
chr12	592626	592627	12.0	31	3
chr12	605316	605317	9.0	30	3
chr12	639122	639123	8.0	17	3
chr12	640157	640158	32.0	22	3
chr12	645395	645396	14.0	28	3
chr12	646002	646003	12.0	32	3
chr12	646021	646022	5.0	29	3
chr12	659728	659729	16.0	20	3
chr12	665155	665156	8.0	19	3
chr12	668940	668941	15.0	20	3
chr12	694174	694175	15.0	26	3
chr12	694198	694199	16.0	18	3
chr12	734796	734797	22.0	35	3
chr12	747989	747990	8.0	23	3
chr12	748039	748040	11.0	23	3
chr12	751942	751943	8.0	32	3
chr12	842089	842090	9.0	30	3
chr12	843966	843967	8.0	28	3
chr12	877757	877758	43.0	22	3
chr12	899118	899119	10.0	19	3
chr12	934161	934162	16.0	29	3
chr12	948149	948150	7.0	20	3
chr12	948198	948199	10.0	36	3
chr12	1047254	1047255	4.0	26	3
chr12	1057266	1057267	5.0	29	3
chr12	1064704	1064705	31.0	28	3
chr12	1064723	1064724	45.0	25	3
chr11	65800	65801	31.0	21	3
chr11	65902	65903	6.0	34	3
chr11	99826	99827	31.0	19	3
chr11	99949	99950	28.0	20	3
chr11	101156	101157	11.0	32	3
chr11	109350	109351	8.0	37	3
chr11	171729	171730	33.0	33	3
chr11	171751	171752	20.0	31	3
chr11	171908	171909	12.0	34	3
chr11	173513	173514	15.0	26	3
chr11	173819	173820	13.0	25	3
chr11	173950	173951	30.0	17	3
chr11	202639	202640	9.0	36	3
chr11	212639	212640	10.0	25	3
chr11	212707	212708	15.0	17	3
chr11	213007	213008	5.0	21	3
chr11	282279	282280	22.0	32	3
chr11	284520	284521	51.0	23	3
chr11	284538	284539	14.0	37	3
chr11	285177	285178	8.0	24	3
chr11	298861	298862	19.0	23	3
chr11	317033	317034	6.0	18	3
chr11	326777	326778	6.0	22	3
chr11	329151	329152	12.0	28	3
chr11	333815	333816	13.0	19	3
chr11	340437	340438	82.0	33	3
chr11	352586	352587	10.0	25	3
chr11	352662	352663	8.0	24	3
chr11	353668	353669	14.0	24	3
chr11	365786	365787	8.0	25	3
chr11	371276	371277	161.0	23	3
chr11	382524	382525	11.0	19	3
chr11	382556	382557	26.0	25	3
chr11	425671	425672	19.0	20	3
chr11	425771	425772	7.0	30	3
chr11	431480	431481	5.0	26	3
chr11	437315	437316	7.0	36	3
chr11	442232	442233	15.0	28	3
chr11	450915	450916	16.0	29	3
chr11	462504	462505	46.0	29	3
chr11	468209	468210	11.0	29	3
chr11	468592	468593	46.0	33	3
chr11	492857	492858	10.0	22	3
chr11	492915	492916	7.0	26	3
chr11	513626	513627	9.0	35	3
chr11	513736	513737	10.0	23	3
chr11	518510	518511	9.0	31	3
chr11	520026	520027	5.0	29	3
chr11	526301	526302	10.0	20	3
chr11	570528	570529	7.0	27	3
chr11	570834	570835	15.0	23	3
chr11	579798	579799	4.0	17	3
chr11	581400	581401	15.0	35	3
chr11	589383	589384	49.0	37	3
chr10	69064	69065	14.0	26	3
chr10	79455	79456	9.0	17	3
chr10	123277	123278	8.0	21	3
chr10	137946	137947	12.0	33	3
chr10	146434	146435	19.0	37	3
chr10	147052	147053	10.0	26	3
chr10	160175	160176	11.0	22	3
chr10	192200	192201	9.0	32	3
chr10	207272	207273	8.0	25	3
chr10	207399	207400	8.0	19	3
chr10	207613	207614	58.0	26	3
chr10	207653	207654	305.0	28	3
chr10	220759	220760	24.0	20	3
chr10	292436	292437	4.0	22	3
chr10	391122	391123	13.0	26	3
chr10	402800	402801	18.0	17	3
chr10	402827	402828	11.0	30	3
chr10	434119	434120	4.0	23	3
chr10	434590	434591	8.0	27	3
chr10	434715	434716	7.0	20	3
chr10	434865	434866	40.0	35	3
chr10	436906	436907	8.0	36	3
chr10	559393	559394	8.0	28	3
chr10	561705	561706	5.0	29	3
chr10	575505	575506	7.0	17	3
chr10	576842	576843	25.0	32	3
chr10	594630	594631	10.0	20	3
chr10	594957	594958	6.0	24	3
chr10	595066	595067	6.0	32	3
chr10	595153	595154	15.0	19	3
chr10	603287	603288	6.0	18	3
chr10	615001	615002	12.0	19	3
chr10	617898	617899	9.0	22	3
chr10	639994	639995	28.0	27	3
chr10	667735	667736	5.0	17	3
chr16	32878	32879	6.0	26	3
chr16	38674	38675	12.0	28	3
chr16	48762	48763	12.0	30	3
chr16	74837	74838	9.0	31	3
chr16	75171	75172	6.0	35	3
chr16	75216	75217	6.0	23	3
chr16	75443	75444	1979.0	37	3
chr16	98739	98740	4.0	34	3
chr16	108274	108275	11.0	31	3
chr16	125931	125932	24.0	25	3
chr16	125963	125964	12.0	22	3
chr16	153361	153362	10.0	36	3
chr16	205126	205127	138.0	20	3
chr16	205363	205364	7.0	37	3
chr16	227892	227893	20.0	35	3
chr16	227914	227915	15.0	31	3
chr16	321615	321616	9.0	33	3
chr16	321985	321986	25.0	27	3
chr16	329297	329298	25.0	35	3
chr16	409127	409128	8.0	28	3
chr16	410542	410543	8.0	18	3
chr16	411686	411687	10.0	36	3
chr16	425436	425437	28.0	31	3
chr16	425452	425453	13.0	32	3
chr16	425750	425751	5.0	20	3
chr16	444439	444440	18.0	27	3
chr16	455288	455289	6.0	21	3
chr16	482104	482105	116.0	18	3
chr16	482214	482215	5.0	36	3
chr16	517115	517116	11.0	24	3
chr16	520409	520410	30.0	24	3
chr16	527047	527048	4.0	21	3
chr16	614636	614637	27.0	36	3
chr16	614731	614732	26.0	36	3
chr16	614752	614753	16.0	18	3
chr16	615027	615028	4.0	32	3
chr16	617140	617141	9.0	23	3
chr16	641383	641384	13.0	36	3
chr16	641419	641420	12.0	23	3
chr16	643600	643601	24.0	31	3
chr16	646508	646509	8.0	35	3
chr16	646526	646527	6.0	18	3
chr16	647180	647181	22.0	24	3
chr16	648442	648443	11.0	26	3
chr16	654032	654033	14.0	23	3
chr16	667292	667293	15.0	31	3
chr16	681658	681659	16.0	25	3
chr16	681826	681827	4.0	29	3
chr16	681941	681942	9.0	31	3
chr16	695273	695274	34.0	31	3
chr16	696946	696947	16.0	18	3
chr16	719370	719371	12.0	18	3
chr16	730402	730403	25.0	24	3
chr16	732157	732158	44.0	25	3
chr16	744278	744279	9.0	28	3
chr16	770698	770699	11.0	30	3
chr16	820735	820736	7.0	23	3
chr16	829094	829095	80.0	29	3
chr16	829114	829115	63.0	34	3
chr16	829240	829241	19.0	28	3
chr16	829329	829330	14.0	29	3
chr16	870652	870653	5.0	20	3
chr16	898774	898775	4.0	26	3
chr16	899635	899636	12.0	35	3
chr16	900089	900090	78.0	30	3
chr16	900263	900264	18.0	29	3
chr15	142	143	291.0	23	3
chr15	289	290	300.0	34	3
chr15	559	560	42.0	36	3
chr15	605	606	13.0	27	3
chr15	47775	47776	15.0	27	3
chr15	47795	47796	14.0	37	3
chr15	61148	61149	4.0	27	3
chr15	61418	61419	11.0	26	3
chr15	87162	87163	5.0	34	3
chr15	87210	87211	9.0	25	3
chr15	94373	94374	12.0	29	3
chr15	109448	109449	13.0	29	3
chr15	110918	110919	5.0	27	3
chr15	170553	170554	17.0	27	3
chr15	173205	173206	9.0	21	3
chr15	232291	232292	6.0	29	3
chr15	233908	233909	6.0	21	3
chr15	233977	233978	9.0	20	3
chr15	234460	234461	13.0	34	3
chr15	234576	234577	38.0	21	3
chr15	238453	238454	12.0	20	3
chr15	255139	255140	16.0	35	3
chr15	256833	256834	46.0	29	3
chr15	285452	285453	6.0	21	3
chr15	304589	304590	24.0	23	3
chr15	315759	315760	6.0	18	3
chr15	315862	315863	14.0	31	3
chr15	316020	316021	8.0	31	3
chr15	316388	316389	81.0	30	3
chr15	316670	316671	21.0	23	3
chr15	317261	317262	5.0	23	3
chr15	340377	340378	4.0	24	3
chr15	373514	373515	6.0	24	3
chr15	373539	373540	9.0	28	3
chr15	373554	373555	15.0	17	3
chr15	421465	421466	11.0	25	3
chr15	421653	421654	9.0	36	3
chr15	421844	421845	20.0	31	3
chr15	444710	444711	4.0	19	3
chr15	446981	446982	29.0	32	3
chr15	461734	461735	6.0	22	3
chr15	464432	464433	9.0	26	3
chr15	502668	502669	12.0	36	3
chr15	502685	502686	16.0	37	3
chr15	511060	511061	5.0	34	3
chr15	514535	514536	22.0	25	3
chr15	514693	514694	9.0	22	3
chr15	514728	514729	21.0	31	3
chr15	514748	514749	43.0	24	3
chr15	519156	519157	12.0	32	3
chr15	544957	544958	11.0	30	3
chr15	553046	553047	72.0	22	3
chr15	617340	617341	8.0	24	3
chr15	618745	618746	6.0	32	3
chr15	619415	619416	6.0	33	3
chr15	631989	631990	29.0	18	3
chr15	682300	682301	20.0	18	3
chr15	683619	683620	23.0	17	3
chr15	683719	683720	344.0	36	3
chr15	683786	683787	120.0	24	3
chr15	717325	717326	11.0	36	3
chr15	717404	717405	9.0	23	3
chr15	720405	720406	149.0	19	3
chr15	720567	720568	14.0	28	3
chr15	759833	759834	15.0	34	3
chr15	762550	762551	7.0	36	3
chr15	769449	769450	9.0	20	3
chr15	769512	769513	10.0	36	3
chr15	792373	792374	7.0	18	3
chr15	797054	797055	18.0	29	3
chr15	804778	804779	14.0	37	3
chr15	840909	840910	10.0	24	3
chr15	841410	841411	7.0	24	3
chr15	851977	851978	112.0	28	3
chr15	854255	854256	15.0	37	3
chr15	878017	878018	52.0	18	3
chr15	912831	912832	10.0	23	3
chr15	943423	943424	6.0	36	3
chr15	949616	949617	63.0	17	3
chr15	949826	949827	15.0	37	3
chr15	971082	971083	5.0	28	3
chr15	976410	976411	8.0	36	3
chr15	979465	979466	6.0	23	3
chr15	1017751	1017752	13.0	32	3
chr15	1064515	1064516	10.0	33	3
chr14	19557	19558	11.0	22	3
chr14	34738	34739	7.0	25	3
chr14	55964	55965	14.0	18	3
chr14	56877	56878	7.0	35	3
chr14	59759	59760	10.0	37	3
chr14	91658	91659	15.0	25	3
chr14	104554	104555	6.0	32	3
chr14	104792	104793	27.0	17	3
chr14	110755	110756	101.0	36	3
chr14	111050	111051	9.0	26	3
chr14	135700	135701	9.0	19	3
chr14	148201	148202	17.0	20	3
chr14	148551	148552	9.0	25	3
chr14	174649	174650	7.0	22	3
chr14	174676	174677	16.0	34	3
chr14	187606	187607	9.0	24	3
chr14	187762	187763	22.0	22	3
chr14	214707	214708	19.0	22	3
chr14	230848	230849	32.0	18	3
chr14	241557	241558	17.0	32	3
chr14	270152	270153	14.0	31	3
chr14	281711	281712	177.0	22	3
chr14	281730	281731	151.0	23	3
chr14	281763	281764	28.0	32	3
chr14	293235	293236	12.0	29	3
chr14	297832	297833	11.0	25	3
chr14	317634	317635	4.0	21	3
chr14	317954	317955	123.0	25	3
chr14	318030	318031	22.0	31	3
chr14	318186	318187	6.0	28	3
chr14	318204	318205	14.0	37	3
chr14	318231	318232	9.0	32	3
chr14	318292	318293	5.0	23	3
chr14	318379	318380	6.0	32	3
chr14	332358	332359	70.0	31	3
chr14	332731	332732	11.0	29	3
chr14	332777	332778	11.0	18	3
chr14	339868	339869	17.0	33	3
chr14	339957	339958	12.0	27	3
chr14	355870	355871	9.0	24	3
chr14	374853	374854	5.0	22	3
chr14	375004	375005	9.0	27	3
chr14	375025	375026	12.0	21	3
chr14	375078	375079	8.0	30	3
chr14	392832	392833	7.0	21	3
chr14	417760	417761	15.0	25	3
chr14	418679	418680	12.0	19	3
chr14	427392	427393	26.0	18	3
chr14	451658	451659	14.0	17	3
chr14	459654	459655	7.0	23	3
chr14	503816	503817	5.0	28	3
chr14	525919	525920	20.0	36	3
chr14	538152	538153	8.0	37	3
chr14	541739	541740	5.0	37	3
chr14	576111	576112	5.0	20	3
chr14	602295	602296	14.0	23	3
chr14	618290	618291	15.0	34	3
chr14	620029	620030	16.0	22	3
chr14	620221	620222	9.0	23	3
chr14	646785	646786	4.0	30	3
chr14	646819	646820	10.0	29	3
chr14	652028	652029	131.0	27	3
chr14	652116	652117	25.0	30	3
chr14	652136	652137	18.0	23	3
chr14	694867	694868	7.0	30	3
chr14	699765	699766	13.0	26	3
chr14	783876	783877	40.0	20	3
